,am,aspect,polarities
2780,አስተናጋጇ ምግቡን ሞክራ የማታውቅ ከመሆኑም በላይ የወይን ጠጅ እንዲጠጣ የሚያበረታታ ሰው አልነበረም።,ምግብ,neutral
2782,አስተናጋጇ ምግቡን ሞክራ የማታውቅ ከመሆኑም በላይ የወይን ጠጅ እንዲጠጣ የሚያበረታታ ሰው አልነበረም።,ወይን ጠጅ,neutral
2784,አስተናጋጇ ምግቡን ሞክራ የማታውቅ ከመሆኑም በላይ የወይን ጠጅ እንዲጠጣ የሚያበረታታ ሰው አልነበረም።,አስተናጋጅ,negative
2786,የሃሊቡት ጉንጭ በልግስና የተወሰነ ፎይ ግራስ ይዞ መጣ፣ ነገር ግን ስለ ምግቡ መናገር የምችለው ብቸኛው አዎንታዊ ነገር ይህ ነው።,halibut ጉንጭ ንጣፍ,neutral
2790,የሃሊቡት ጉንጭ በልግስና የተወሰነ ፎይ ግራስ ይዞ መጣ፣ ነገር ግን ስለ ምግቡ መናገር የምችለው ብቸኛው አዎንታዊ ነገር ይህ ነው።,የፎይ ግራስ ክፍል,positive
2794,የጣሊያን ባሕላዊ ዕቃዎች በጣም ርካሽ ከመሆናቸውም በላይ ምቹ በሆነ አካባቢ ያገለግላሉ ።,ያገለገለ,positive
2796,የጣሊያን ባሕላዊ ዕቃዎች በጣም ርካሽ ከመሆናቸውም በላይ ምቹ በሆነ አካባቢ ያገለግላሉ ።,ስነ-ምስረታ,positive
2800,የጣሊያን ባሕላዊ ዕቃዎች በጣም ርካሽ ከመሆናቸውም በላይ ምቹ በሆነ አካባቢ ያገለግላሉ ።,ባህላዊ የጣሊያን እቃዎች,positive
2804,ፍፁም አል ዴንቴ ፓስታ፣ በስጐ ውስጥ አልሰጠመም። በለጋስነት የተወሰነ ክፍል።,የተወሰኑ ክፍሎች,positive
2808,ፍፁም አል ዴንቴ ፓስታ፣ በስጐ ውስጥ አልሰጠመም። በለጋስነት የተወሰነ ክፍል።,ፓስታ,positive
2812,ፍፁም አል ዴንቴ ፓስታ፣ በስጐ ውስጥ አልሰጠመም። በለጋስነት የተወሰነ ክፍል።,ስጋ,neutral
2816,በጣም ተደስተን ወደ ጣፋጭ ምግብ እንመለሳለን ....,ጣፋጭ ምግብ,positive
2818,"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ Foie Gras Unagi Napolean, Jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂቶቹን ያካትታል.",ስፓጌቲ ኮድ ሮ ስፓጌቲ,neutral
2822,"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ Foie Gras Unagi Napolean, Jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂቶቹን ያካትታል.",ፎይ ግራስ ኡናጊ ናፖሊያን,neutral
2826,"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ Foie Gras Unagi Napolean, Jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂቶቹን ያካትታል.",ሚሶ ቤዝ ጋር ጥቁር ኮድ,neutral
2830,"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ Foie Gras Unagi Napolean, Jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂቶቹን ያካትታል.",ሜኑ,positive
2834,"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ Foie Gras Unagi Napolean, Jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂቶቹን ያካትታል.",በጥቁር ትራፍል ስጎ የበግ ጠቦት,neutral
2838,"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ Foie Gras Unagi Napolean, Jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂቶቹን ያካትታል.",የጃፓን እቃዎች,neutral
2842,"የእኔ ቼልሲ አስደናቂ እና የፈጠራ ሜኑ እንደ Foie Gras Unagi Napolean, Jap style hamburger ስቴክ, ቅመማ ቅመም cod roe spaghetti, ጥቁር ኮድ ጋር ሚሶ ቤዝ, እና ጥቁር ትራፍል ስጎ ውስጥ የበግ ጠቦቶች, ጥቂቶቹን ያካትታል.",ጃፕ ስታይል ሃምበርገር ስቴክ,neutral
2846,ጣፋጭ ነገሮች በጣም የሚያስደንቁ ናቸው ለማለት ይቻላል፤ የኔ የግል ፍቅረኛቸው የእለቱ ታርት ነው።,ጣፋጭ ምግብ,positive
2850,ጣፋጭ ነገሮች በጣም የሚያስደንቁ ናቸው ለማለት ይቻላል፤ የኔ የግል ፍቅረኛቸው የእለቱ ታርት ነው።,የቀን ታርት,positive
2854,"ጥሩ አገልግሎት, ታላቅ ምግብ, ጥሩ ዋጋ, እና በመስመር መጠበቅ ፈጽሞ አይጠበቅም!",አገልግሎት,positive
2858,"ጥሩ አገልግሎት, ታላቅ ምግብ, ጥሩ ዋጋ, እና በመስመር መጠበቅ ፈጽሞ አይጠበቅም!",ይጠብቅ,positive
2862,"ጥሩ አገልግሎት, ታላቅ ምግብ, ጥሩ ዋጋ, እና በመስመር መጠበቅ ፈጽሞ አይጠበቅም!",ዋጋ,positive
2866,"ጥሩ አገልግሎት, ታላቅ ምግብ, ጥሩ ዋጋ, እና በመስመር መጠበቅ ፈጽሞ አይጠበቅም!",ምግብ,positive
2870,ወደ ቼልሲ ለአስደናቂ እራት ብቻ ታክሲ መውሰድ ጠቃሚ ነው።,እራት,positive
2873,ከጥቂት ሳምንታት በፊት በድርጅታችሁ ውስጥ እንደገና የመመገብ አጋጣሚ አገኘሁ፣ በእናንተ የመበቻ ቦታ ነበርኩኝ።,የመመገባደጃ ቦታ,neutral
2875,የወጣው ምግብ የተወሰነ ክፍል መካከለኛ ነበር።,ከምግብ የተወሰኑ ክፍሎች,neutral
2878,እንዲህ ያለ አገልግሎት በመስጠት በንግድ ሥራ ለመቀጠል ተስፋ ማድረግ የሚቻለው እንዴት ነው?,አገልግሎት,negative
2880,"ምርጥ ቅመም ያለው ቱና ሮል, ታላቅ የእስያ ሰላጣ.",እስያ ሰላጣ,positive
2884,"ምርጥ ቅመም ያለው ቱና ሮል, ታላቅ የእስያ ሰላጣ.",ቅመም ያለው ቱና ጥቅልል,positive
2888,የጽጌረዳ ጥቅል (በሜኑ ላይ ሳይሆን) ይሞክሩት።,ሮዝ ጥቅልል,positive
2891,የጽጌረዳ ጥቅል (በሜኑ ላይ ሳይሆን) ይሞክሩት።,ሜኑ,neutral
2893,ተጨማሪ ጠረጴዛዎች- ምናልባትም የጣሪያ መቀርቀሪያ ማዘጋጀት?,ጣሪያ ባር,neutral
2895,ተጨማሪ ጠረጴዛዎች- ምናልባትም የጣሪያ መቀርቀሪያ ማዘጋጀት?,ጠረጴዛዎች,negative
2897,በቤት ውስጥ የተሠራው ጓካሞል ፣ ለማመን የሚያዳግት ኢንትሪ እና በጣም አስደናቂ የሆኑ በረሃዎች ።,በረሃዎች,positive
2901,በቤት ውስጥ የተሠራው ጓካሞል ፣ ለማመን የሚያዳግት ኢንትሪ እና በጣም አስደናቂ የሆኑ በረሃዎች ።,entrée,positive
2905,በቤት ውስጥ የተሠራው ጓካሞል ፣ ለማመን የሚያዳግት ኢንትሪ እና በጣም አስደናቂ የሆኑ በረሃዎች ።,Home ሰራሽ ጓካሞል,positive
2908,የቴቂላ ደጋፊ ከሆንክ ተስፋ አትቆርጥም ።,ተኪላ,positive
2911,ቀንና አቁማዳ የወይን ጠጅ አምጡ!,አቁማዳ የወይን ጠጅ,neutral
2913,ጠረጴዛዎች ቅርብ ስለሆኑ ከሌሎች አርበኞች ጋር የተደላደለ ክር ብትመች የተሻለ ነው።,ጠረጴዛዎች,negative
2916,ምግቡ እንደ ጌጣጌጥ የፈጠራ ችሎታ ያለው ከመሆኑም በላይ ሁለቱም ይሠሩ ነበር።,décor,positive
2919,ምግቡ እንደ ጌጣጌጥ የፈጠራ ችሎታ ያለው ከመሆኑም በላይ ሁለቱም ይሠሩ ነበር።,ምግብ,positive
2922,ጣፋጭ ምጣፉን አቋርጠህ ከልክ ያለፈ ዋጋ ያለው ከመሆኑም በላይ ጣዕሙ ምጣፍጡን እንዲያጣጥምህ ሐሳብ ብቻ ነው ።,ጣፋጭ ምግብ,negative
2926,ጣፋጭ ምጣፉን አቋርጠህ ከልክ ያለፈ ዋጋ ያለው ከመሆኑም በላይ ጣዕሙ ምጣፍጡን እንዲያጣጥምህ ሐሳብ ብቻ ነው ።,ጣዕም,negative
2930,ሳንድዊች፣ በርገርና ሰላጣ ልክ እንደ ሎሚ እርባታ ክላሲካዊ ስኬቶች ናቸው።,ሳንድዊች,positive
2933,ሳንድዊች፣ በርገርና ሰላጣ ልክ እንደ ሎሚ እርባታ ክላሲካዊ ስኬቶች ናቸው።,በርገር,positive
2936,ሳንድዊች፣ በርገርና ሰላጣ ልክ እንደ ሎሚ እርባታ ክላሲካዊ ስኬቶች ናቸው።,ሰላጣ,positive
2939,ሳንድዊች፣ በርገርና ሰላጣ ልክ እንደ ሎሚ እርባታ ክላሲካዊ ስኬቶች ናቸው።,ሎሚ የለበሰ ኮብ,positive
2942,በሉድሎው ላይ የሚገኙት የሂፕ ቡቲኬዎችና መቀርቀሪያዎች በዚህ የእስራኤላውያን የበርገር መገጣጠሚያላይ ላይ የሚንጠለጠለው ናባዊ ሁኔታ እንዲጠናከር ያደርጋሉ።,ከባቢ አየር,positive
2945,በአካባቢው ያሉ ወጣቶች በቀን ውስጥ የግጦሽ መሬት ላይ ሲሰበስቡ ማታ ማታ ደግሞ ከፍተኛ መጠን ያለው ሙንቺ የሚጠጡ የሥነ ጥበብ ቤት ጠጪዎች ናቸው።,አቃኝ,neutral
2947,ከቤት ውጭ የሚመገበው አነስተኛ ቦታ ብቻውን ለማጥናት ወይም ከጓደኞቻችን ጋር ለመገናኘት የሚያስችል ምቹ ቦታ እንዲኖረው ያደርጋል።,ቦታ,positive
2951,ከቤት ውጭ የሚመገበው አነስተኛ ቦታ ብቻውን ለማጥናት ወይም ከጓደኞቻችን ጋር ለመገናኘት የሚያስችል ምቹ ቦታ እንዲኖረው ያደርጋል።,ከቤት ውጭ የመብላት አካባቢ,positive
2955,በልግስና የተለበጡና በተፈጥሮአዊ ዘዴዎች የተለበጡ በርገርዎች በጣም ተወዳጅ ናቸው። ይሁን እንጂ የኢየሩሳሌም የገበያ ስልት ያላቸው ፋላፌል መጠቅለያዎችና የሜድትራኒያን ሰላጣዎች በጥንዚዛ፣ በፍየል አይብና በኦቾሎኒ የተለበጡ ናቸው።,የኢየሩሳሌም የገበያ ስልት ፋላፌል ይጠቀልላል,positive
2959,በልግስና የተለበጡና በተፈጥሮአዊ ዘዴዎች የተለበጡ በርገርዎች በጣም ተወዳጅ ናቸው። ይሁን እንጂ የኢየሩሳሌም የገበያ ስልት ያላቸው ፋላፌል መጠቅለያዎችና የሜድትራኒያን ሰላጣዎች በጥንዚዛ፣ በፍየል አይብና በኦቾሎኒ የተለበጡ ናቸው።,dish,positive
2963,በልግስና የተለበጡና በተፈጥሮአዊ ዘዴዎች የተለበጡ በርገርዎች በጣም ተወዳጅ ናቸው። ይሁን እንጂ የኢየሩሳሌም የገበያ ስልት ያላቸው ፋላፌል መጠቅለያዎችና የሜድትራኒያን ሰላጣዎች በጥንዚዛ፣ በፍየል አይብና በኦቾሎኒ የተለበጡ ናቸው።,ኦርጋኒክ grilled በርገር,positive
2967,በልግስና የተለበጡና በተፈጥሮአዊ ዘዴዎች የተለበጡ በርገርዎች በጣም ተወዳጅ ናቸው። ይሁን እንጂ የኢየሩሳሌም የገበያ ስልት ያላቸው ፋላፌል መጠቅለያዎችና የሜድትራኒያን ሰላጣዎች በጥንዚዛ፣ በፍየል አይብና በኦቾሎኒ የተለበጡ ናቸው።,የሜድትራኒያን ሰላጣ--በጥንዚዛ፣ በፍየል አይብና በወሎ የተንጠለጠሉ,positive
2969,ከቺክፒ፣ ከካሮትና ከሌሎች አትክልቶችና ቅመሞች የተለየ ውህድ በተሠራው ለየት ያለ የአትክልት በርገር የሥጋ ፎብ በዕድል ላይ ይገኛሉ።,ካሮት,positive
2973,ከቺክፒ፣ ከካሮትና ከሌሎች አትክልቶችና ቅመሞች የተለየ ውህድ በተሠራው ለየት ያለ የአትክልት በርገር የሥጋ ፎብ በዕድል ላይ ይገኛሉ።,ጫጩት,positive
2977,ከቺክፒ፣ ከካሮትና ከሌሎች አትክልቶችና ቅመሞች የተለየ ውህድ በተሠራው ለየት ያለ የአትክልት በርገር የሥጋ ፎብ በዕድል ላይ ይገኛሉ።,አትክልቶች,positive
2981,ከቺክፒ፣ ከካሮትና ከሌሎች አትክልቶችና ቅመሞች የተለየ ውህድ በተሠራው ለየት ያለ የአትክልት በርገር የሥጋ ፎብ በዕድል ላይ ይገኛሉ።,ቅመማ ቅመም,positive
2985,ከቺክፒ፣ ከካሮትና ከሌሎች አትክልቶችና ቅመሞች የተለየ ውህድ በተሠራው ለየት ያለ የአትክልት በርገር የሥጋ ፎብ በዕድል ላይ ይገኛሉ።,veggie በርገር,positive
2989,ምግቡ በጣም ጣፋጭ ከመሆኑም በላይ የፈጠራ ችሎታ ያለው ከመሆኑም ሌላ የወይን ጠጁ በጣም ጥሩ ነበር።,ወይን ጠጅ,positive
2993,ምግቡ በጣም ጣፋጭ ከመሆኑም በላይ የፈጠራ ችሎታ ያለው ከመሆኑም ሌላ የወይን ጠጁ በጣም ጥሩ ነበር።,ምግብ,positive
2997,ሰማያዊውን የባር አካባቢም ቆፍረው።,ሰማያዊ ባር አካባቢ,positive
2999,ዘ ብላክ በግ ውስጥ ከምድታውን ፓብ መንጋ የተለየ ነው፤ ይህ ደግሞ የስፖርት ባር ቡች እና ያጌጠ ኪትሽ ድብልቅ ነው።,ይመልከቱ,negative
3001,""" በምግሉ ውስጥ የበርገር፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጄታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች የሚሆን ፖርታቤላ ላሳና ይገኙበት ነበር።",በርገር,neutral
3003,""" በምግሉ ውስጥ የበርገር፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጄታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች የሚሆን ፖርታቤላ ላሳና ይገኙበት ነበር።",ሜኑ,neutral
3005,""" በምግሉ ውስጥ የበርገር፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጄታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች የሚሆን ፖርታቤላ ላሳና ይገኙበት ነበር።",የፑብ ፍሰት,neutral
3007,""" በምግሉ ውስጥ የበርገር፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጄታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች የሚሆን ፖርታቤላ ላሳና ይገኙበት ነበር።",እረኞች ፓይ,neutral
3009,""" በምግሉ ውስጥ የበርገር፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጄታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች የሚሆን ፖርታቤላ ላሳና ይገኙበት ነበር።",ስቴክ,neutral
3011,""" በምግሉ ውስጥ የበርገር፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጄታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች የሚሆን ፖርታቤላ ላሳና ይገኙበት ነበር።",portabella lasagna,neutral
3013,ሁሉም [የሴት] ሰርቨሮችም ቆንጆ ናቸው፣ ይህም ሁልጊዜ ጥሩ ነው።,[ሴት] ሰርቨሮች,positive
3015,ድርሻዎቹ በጣም ሰፊ ሲሆኑ አገልግሎቱም ድንቅ ነው!!,የተወሰኑ ክፍሎች,positive
3019,ድርሻዎቹ በጣም ሰፊ ሲሆኑ አገልግሎቱም ድንቅ ነው!!,አገልግሎት,positive
3023,የዶሮ ሚላኔን እመክራለሁ።,የዶሮ ሚላኛ,positive
3026,እንዲሁም ባለቤቱ በጣም የሚያምርና ተግባቢ ነው ።,ባለቤት,positive
3029,ሻይ በጣም ብዙ ከመሆኑም በላይ ጣፋጭ የሆነው ነገር ሁሉ በቤት ውስጥ የተሠራ ነው።,ጣፋጭ,positive
3033,ሻይ በጣም ብዙ ከመሆኑም በላይ ጣፋጭ የሆነው ነገር ሁሉ በቤት ውስጥ የተሠራ ነው።,ሻይ,positive
3037,በጣም ተግባቢና በትኩረት የሚከናወነው የውስጥ ክፍል በጣም የሚማርክ ነው።,አገልግሎት,positive
3041,በጣም ተግባቢና በትኩረት የሚከናወነው የውስጥ ክፍል በጣም የሚማርክ ነው።,ውስጠኛው ክፍል,positive
3045,ምግቡ በሁሉም አቅጣጫ ጥሩ ነው፤ ጥቅልሉ አብዛኛውን ጊዜ ግሩም ሲሆን ሱሺ/ሳሺሚ ደግሞ በተመሳሳይ ደረጃ ላይ አይደለም።,sushi/sashimi,neutral
3047,ምግቡ በሁሉም አቅጣጫ ጥሩ ነው፤ ጥቅልሉ አብዛኛውን ጊዜ ግሩም ሲሆን ሱሺ/ሳሺሚ ደግሞ በተመሳሳይ ደረጃ ላይ አይደለም።,ጥቅሎች,positive
3051,ምግቡ በሁሉም አቅጣጫ ጥሩ ነው፤ ጥቅልሉ አብዛኛውን ጊዜ ግሩም ሲሆን ሱሺ/ሳሺሚ ደግሞ በተመሳሳይ ደረጃ ላይ አይደለም።,ምግብ,positive
3055,(ሳሺሚው ትንሽ ቀጭን ተቆረጠ።,ሳሺሚ,negative
3058,") በምስራቅ መንደር ውስጥ ምርጥ የጃፓን ምግብ ቤት አይደለም, ነገር ግን ለአነስተኛ ዋጋው በጣም ጠንካራ ነው, እና ተደጋጋሚ ጉብኝት ማድረግ ይገባል.",ዋጋዎች,positive
3061,እርጉዝ ስለነበርኩ ሳይሆን እዚህ ያለው ምግብ ሁልጊዜ ጣፋጭ ነው ።,ምግብ,positive
3064,ፖርቶ ሪኮ መሆን ስለ ፍላን አንድ ወይም ሁለት ነገር አውቃለሁ እና ይህ ቦታ ምርጥ አንዱን ያገለግላል (እማማ ይህን አታነብም ብዬ ተስፋ አደርጋለሁ!),flan,positive
3066,"ይህ ባር ሁሉንም - ታላቅ መጠጦች, ቀዝቃዛ ከባቢ አየር, ግሩም አገልግሎት እና ጣፋጭ ምግብ አለው.",መጠጦች,positive
3070,"ይህ ባር ሁሉንም - ታላቅ መጠጦች, ቀዝቃዛ ከባቢ አየር, ግሩም አገልግሎት እና ጣፋጭ ምግብ አለው.",ምግብ,positive
3074,"ይህ ባር ሁሉንም - ታላቅ መጠጦች, ቀዝቃዛ ከባቢ አየር, ግሩም አገልግሎት እና ጣፋጭ ምግብ አለው.",ከባቢ አየር,positive
3078,"ይህ ባር ሁሉንም - ታላቅ መጠጦች, ቀዝቃዛ ከባቢ አየር, ግሩም አገልግሎት እና ጣፋጭ ምግብ አለው.",አገልግሎት,positive
3082,ስቴክ በአፌ ቀለጠ።,ስቴክ,positive
3084,አስደሳች የሆነው ሰዓት በጣም ርካሽ ቢሆንም አገልግሎቱንም ሆነ ከባቢ አየርን አይያንጸባርቅም።,አገልግሎት,positive
3086,አስደሳች የሆነው ሰዓት በጣም ርካሽ ቢሆንም አገልግሎቱንም ሆነ ከባቢ አየርን አይያንጸባርቅም።,ከባቢ አየር,positive
3088,አስደሳች የሆነው ሰዓት በጣም ርካሽ ቢሆንም አገልግሎቱንም ሆነ ከባቢ አየርን አይያንጸባርቅም።,አስደሳች ሰዓት,positive
3091,"ለባለሀብቶች፤ ጥሩ የስራ ጓዶች, ይህ ቦታ ጠባቂ ነው!",ባለቤቶች,positive
3094,የወይኑ ዝርዝር በጣም አስደናቂ ከመሆኑም በላይ ታፓዎቻችን አስደሳችና ጥሩ ጭውውት ለማድረግ አመቺ የሆነ ጸጥታ የሰፈነበት መንፈስ ነበር።,የወይን ጠጅ ዝርዝር,positive
3098,የወይኑ ዝርዝር በጣም አስደናቂ ከመሆኑም በላይ ታፓዎቻችን አስደሳችና ጥሩ ጭውውት ለማድረግ አመቺ የሆነ ጸጥታ የሰፈነበት መንፈስ ነበር።,ከባቢ አየር,positive
3102,የወይኑ ዝርዝር በጣም አስደናቂ ከመሆኑም በላይ ታፓዎቻችን አስደሳችና ጥሩ ጭውውት ለማድረግ አመቺ የሆነ ጸጥታ የሰፈነበት መንፈስ ነበር።,ታፓዎች,positive
3106,የጀመርነው በስካሎፕና በአስፓራጓስ ሲሆን ለስለስ ያለ ሸርጣንና የቺዝ ሳህንም ነበረን።,አስፓራጓስ,neutral
3108,የጀመርነው በስካሎፕና በአስፓራጓስ ሲሆን ለስለስ ያለ ሸርጣንና የቺዝ ሳህንም ነበረን።,አይብ ሳህን,neutral
3110,የጀመርነው በስካሎፕና በአስፓራጓስ ሲሆን ለስለስ ያለ ሸርጣንና የቺዝ ሳህንም ነበረን።,scallops,neutral
3112,የጀመርነው በስካሎፕና በአስፓራጓስ ሲሆን ለስለስ ያለ ሸርጣንና የቺዝ ሳህንም ነበረን።,ለስላሳ ዛጎል ሸርጣን,neutral
3114,በቅርቡ ለመመለስ እና በመጨረሻም በሜኑ ላይ ሁሉንም ነገር ለመሞከር እጓጓለሁ!,ሜኑ,positive
3116,ባለቤት ደስ የሚልና አዝናኝ ነው።,ባለቤት,positive
3119,"ይሞክሩት, ሜኑ የተለመደ ፈረንሳይኛ ቢሆንም የተለያዩ ናቸው.",ሜኑ,neutral
3122,"ግሩም ታፓዎች በታላቅ ዋጋ, የፍቅር, ትንሽ ግን ከመጠን በላይ አይጮህም, ግሩም",ዋጋዎች,positive
3126,"ግሩም ታፓዎች በታላቅ ዋጋ, የፍቅር, ትንሽ ግን ከመጠን በላይ አይጮህም, ግሩም",ታፓዎች,positive
3130,ይህ አሁንም በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ነው፤ ምግቡ ርካሽ ቢሆንም በጣም ጥሩ ነው (ኪሞኖ ሽሪምፕ ልዩ ነበር) እናም ጥሩ መንፈስ አለው።,ከባቢ አየር,positive
3134,ይህ አሁንም በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ነው፤ ምግቡ ርካሽ ቢሆንም በጣም ጥሩ ነው (ኪሞኖ ሽሪምፕ ልዩ ነበር) እናም ጥሩ መንፈስ አለው።,ኪሞኖ ሽሪምፕ ልዩ,positive
3138,ይህ አሁንም በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ነው፤ ምግቡ ርካሽ ቢሆንም በጣም ጥሩ ነው (ኪሞኖ ሽሪምፕ ልዩ ነበር) እናም ጥሩ መንፈስ አለው።,ምግብ,positive
3142,መጠኑ ስለሚበዛ ከፍተኛ ደረጃ ላይ በሚደርሱ ወቅቶች ትንሽ ሥራ ሊበዛበት ይችላል።,መጠኖች,negative
3145,በዚህ ቅዳሜና እሁድ ለምጥ ወደ ኪቺኔት ሄድኩ።,የምድረ በዳ,neutral
3147,ቦታው በጣም የሚወደድ ከመሆኑም በላይ ምግቡ ጣፋጭ ነው።,ቦታ,positive
