,am,aspect,polarities
3151,ቦታው በጣም የሚወደድ ከመሆኑም በላይ ምግቡ ጣፋጭ ነው።,ምግብ,positive
3155,ይሁን እንጂ ይህ አገልግሎት በጣም አሰቃቂ ነው።,አገልግሎት,negative
3158,አስተናጋጆቹ አሻሚና ተግባቢ ናቸው። ሁሌም እኛን በማየታችን ደስ የሚሉ ይመስላሉ። ምግቡ ምግቡ ምግቡ ድንቅ ቢሆንም አስገራሚ ባይሆንም የፈጠራ ችሎታ ያለው ነው።,አስተናጋጆች,positive
3162,አስተናጋጆቹ አሻሚና ተግባቢ ናቸው። ሁሌም እኛን በማየታችን ደስ የሚሉ ይመስላሉ። ምግቡ ምግቡ ምግቡ ድንቅ ቢሆንም አስገራሚ ባይሆንም የፈጠራ ችሎታ ያለው ነው።,ምግብ,positive
3166,ሎብስተር ራቪዮሊ ፍቅር አለኝ!,ሎብስተር ራቪዮሊ,positive
3169,በቅርቡ አዲስ ዓመት ዋዜማን በምግብ ቤቱ አሳለፍን፣ እናም ከወይን ጠጅ አንስቶ እስከ ጣፋጭ ምግብ ድረስ ታላቅ ተሞክሮ ነበረን።,dessert ሜኑ,positive
3172,በቅርቡ አዲስ ዓመት ዋዜማን በምግብ ቤቱ አሳለፍን፣ እናም ከወይን ጠጅ አንስቶ እስከ ጣፋጭ ምግብ ድረስ ታላቅ ተሞክሮ ነበረን።,ወይን ጠጅ,positive
3175,ይህ ቦታ በጣም የተዋበና አስደሳች ከመሆኑም በላይ አገልግሎቱ ሞቅ ያለና እንግዳ ተቀባይ ከመሆኑም በላይ ምግቡ በጣም አስደናቂ ነው።,ቦታ,positive
3179,ይህ ቦታ በጣም የተዋበና አስደሳች ከመሆኑም በላይ አገልግሎቱ ሞቅ ያለና እንግዳ ተቀባይ ከመሆኑም በላይ ምግቡ በጣም አስደናቂ ነው።,አገልግሎት,positive
3183,ይህ ቦታ በጣም የተዋበና አስደሳች ከመሆኑም በላይ አገልግሎቱ ሞቅ ያለና እንግዳ ተቀባይ ከመሆኑም በላይ ምግቡ በጣም አስደናቂ ነው።,ምግብ,positive
3187,ጓደኛዬን ባር ውስጥ ለጥቂት ደቂቃዎች መጠበቅ ነበረብኝ,ባር,neutral
3189,"ይህ ቦታ የሚያምር ሱሺ አለው, እና ጣፋጭ CHEAP ነው. ",ሱሺ,positive
3192,በተጨማሪም ብዙ ወጪ የማይጠይቁና ለምለም የሆኑ ሌሎች የኮሪያ ምግቦች አሉት።,የኮሪያ ማዕድናት,positive
3195,"ግሩም ሜኑ, ሞቅ ያለ የግብዣ አረፋ, የምግብ ታላቅ አገልግሎት ወደ ኋላ እንድመለስ ያግዘኛል!",አገልግሎት,positive
3199,"ግሩም ሜኑ, ሞቅ ያለ የግብዣ አረፋ, የምግብ ታላቅ አገልግሎት ወደ ኋላ እንድመለስ ያግዘኛል!",ሜኑ,positive
3203,"ግሩም ሜኑ, ሞቅ ያለ የግብዣ አረፋ, የምግብ ታላቅ አገልግሎት ወደ ኋላ እንድመለስ ያግዘኛል!",ambiance,positive
3207,"ግሩም ሜኑ, ሞቅ ያለ የግብዣ አረፋ, የምግብ ታላቅ አገልግሎት ወደ ኋላ እንድመለስ ያግዘኛል!",ምግብ,positive
3209,ምግቡን ለማሳየትና ጥራት ለማሳየት ምንም ጥረት የተደረገ አይመስልም ነበር።,የምግብ ማሳያ እና ጥራት,negative
3211,በቺናታውን ዋጋ 1/3 የተሻለ ሊሆን ይችል ነበር።,ዋጋ,negative
3213,እንግዳ ተቀባይና እንግዳ ተቀባይ በጣም ጨዋነት የጎደለው ነበር ።,አስተናጋጇ,negative
3216,እንግዳ ተቀባይና እንግዳ ተቀባይ በጣም ጨዋነት የጎደለው ነበር ።,እንግዳ ተቀባይ,negative
3219,ከባቢ አየር በጣም ጥሩ ከመሆኑም በላይ ከቀረው የSI የገበያ ማዕከል ማምለጥ ጥሩ ነው።,ከባቢ አየር,positive
3222,ይሁን እንጂ ምግብና አገልግሎት በጣም ይጎድለዋል ።,አገልግሎት,negative
3225,ይሁን እንጂ ምግብና አገልግሎት በጣም ይጎድለዋል ።,ምግብ,negative
3228,ሱሺው ከሞባይል ስልኬ በሚበልጡ ድንጋዮች ተቆራረጠ።,ሱሺ,negative
3231,ሱሺውን እንደገና እንዲቆራረጡልን ጠየቅናቸው፤ ከዚያም እንደ አይብ ባሉ ትናንሽ ክቦች ወደ እኛ ተመለሰ።,ሱሺ,negative
3233,የመጠበቂያ ግንባሩ ሠራተኞች ድምፃዊና አሳቢዎች ነበሩ ።,የመጠበቅ ሠራተኞች,negative
3236,የፈረንጆቹ ፍሪዎች -- ካልማታው ጠልቆ በመጥለቅ በጣም ያስደሰተ ነበር!,french fries -- ከካልማታ ጥብስ ጋር,positive
3239,ከፍተኛ ምክረ ሀሳብ ...  እንደተገለፀው እኔ ምግብ ቤት አልበልኩም ** ነገር ግን እዚያው ቆም ኩይሳ ለመውሰድ እና በጣም ዘና ያለ ቦታ ይመስላል; በተጨማሪም ባሩ ጥሩ ይመስላል።,ቦታ,positive
3243,ከፍተኛ ምክረ ሀሳብ ...  እንደተገለፀው እኔ ምግብ ቤት አልበልኩም ** ነገር ግን እዚያው ቆም ኩይሳ ለመውሰድ እና በጣም ዘና ያለ ቦታ ይመስላል; በተጨማሪም ባሩ ጥሩ ይመስላል።,ባር,positive
3247,ከፍተኛ ምክረ ሀሳብ ...  እንደተገለፀው እኔ ምግብ ቤት አልበልኩም ** ነገር ግን እዚያው ቆም ኩይሳ ለመውሰድ እና በጣም ዘና ያለ ቦታ ይመስላል; በተጨማሪም ባሩ ጥሩ ይመስላል።,መውሰድ,neutral
3249,ከኤርባዝዞኔ ኤሚሊያና አንስቶ አይብ ላይ እስከተቀመጠው ሞታርዳ ድረስ በዚህ ምግብ ቤት ውስጥ ያሉት ምግቦች በሙሉ በጥንቃቄ ይያዛሉ።,ሞስታርዳ በጅብ ሳህን ላይ,positive
3251,ከኤርባዝዞኔ ኤሚሊያና አንስቶ አይብ ላይ እስከተቀመጠው ሞታርዳ ድረስ በዚህ ምግብ ቤት ውስጥ ያሉት ምግቦች በሙሉ በጥንቃቄ ይያዛሉ።,የምጣኔ ሃሳቦች,positive
3253,ከኤርባዝዞኔ ኤሚሊያና አንስቶ አይብ ላይ እስከተቀመጠው ሞታርዳ ድረስ በዚህ ምግብ ቤት ውስጥ ያሉት ምግቦች በሙሉ በጥንቃቄ ይያዛሉ።,erbazzone emiliana,positive
3255,ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባው ውጪ ናቸው ለማለት ይቻላል፣ ወጣትና ዳሌ ያላቸው ከመሆናቸውም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ ምን እያደረጉ እንዳሉ ያውቃሉ።,ምግብ,positive
3259,ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባው ውጪ ናቸው ለማለት ይቻላል፣ ወጣትና ዳሌ ያላቸው ከመሆናቸውም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ ምን እያደረጉ እንዳሉ ያውቃሉ።,በትር,positive
3263,ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባው ውጪ ናቸው ለማለት ይቻላል፣ ወጣትና ዳሌ ያላቸው ከመሆናቸውም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ ምን እያደረጉ እንዳሉ ያውቃሉ።,ወይን ጠጅ,positive
3265,ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባው ውጪ ናቸው ለማለት ይቻላል፣ ወጣትና ዳሌ ያላቸው ከመሆናቸውም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ ምን እያደረጉ እንዳሉ ያውቃሉ።,ምግብ,positive
3269,"በሌላ በማንኛውም ቦታ, ዋጋው 3x እስከ ከፍተኛ ይሆናል!",ዋጋዎች,positive
3271,የአካባቢው ቤተሰብ ሞቅ ያለ ቢሆንም የስፖርት ውድድሮችን መመልከት በጣም አስደሳች ነው ።,ቦታ,positive
3274,ሠራተኞች እርስዎ እንዲረጋጉ በማድረግ ላይ ናቸው.,ሠራተኞች,positive
3277,ስዊት አይሪሽ ባርቴንደር ሁልጊዜ ደስተኛ ከመሆኑም በላይ ለጓደኞቼ ፈገግታ ማሳየት ችያለሁ።,ባርቴንደር,positive
3280,ምንም እንኳ ወደ ከተማዋ ብዛወርም በተቻለ መጠን ብዙ ጊዜ ብዙ ጊዜ ርካሽ ምግብ ለመብላትና ወዳጃዊ ስሜት ላላቸው ሠራተኞች ለመጠየቅ እሞክራለሁ።,በትር,positive
3284,ምንም እንኳ ወደ ከተማዋ ብዛወርም በተቻለ መጠን ብዙ ጊዜ ብዙ ጊዜ ርካሽ ምግብ ለመብላትና ወዳጃዊ ስሜት ላላቸው ሠራተኞች ለመጠየቅ እሞክራለሁ።,ምግብ,positive
3288,ኤም ጄ ግሪል ለኃይል ማመንጫ ምሳና እራት ይሰጣል ብሎ መናገር እንዴት ያለ አስመሳይና ተገቢ አይደለም!,ምሳ,negative
3291,ኤም ጄ ግሪል ለኃይል ማመንጫ ምሳና እራት ይሰጣል ብሎ መናገር እንዴት ያለ አስመሳይና ተገቢ አይደለም!,እራት,negative
3294,መካከለኛ ምግቦችን በከፋ ዋጋ በማቅረብ እንዴት ሊተርፉ ይችላሉ?!,ምግብ,neutral
3298,መካከለኛ ምግቦችን በከፋ ዋጋ በማቅረብ እንዴት ሊተርፉ ይችላሉ?!,ዋጋዎች,negative
3302,ቀለል ያለ መካከለኛ ስቴክ እንዲኖረኝ ጠየቅኩ።,ስቴክ,neutral
3305,ከዚያም በሆነ መንገድ ደረቅና የተቃጠለ ድፍድፍ አደረጉ።,የሸርጣን,negative
3308,ሁለት የባከኑ ስቴክ– እንዴት ያለ ወንጀል ነው!,ስቴክ,negative
3311,በጣም ግሩም ምግብ ቤት፣ ከዚህም የበለጠ ምግብ!,ምግብ,positive
3314,ምግባቸው በጣም ጣፋጭ ከመሆኑም በላይ በጣም አስደሳችና የተቀራረበ ቦታ ነው!,ቦታ,positive
3318,ምግባቸው በጣም ጣፋጭ ከመሆኑም በላይ በጣም አስደሳችና የተቀራረበ ቦታ ነው!,የምጣኔ ሃሳቦች,positive
3322,ለጣፋጭ ምግብ የሚሆን ቦታ አስቀምጥ! ;-),ጣፋጭ ምግብ,positive
3324,የማንጎ ዶሮ ደግሞ በጣም የተራቀቀ ና አዲስ ጣፋጭ ምግብ በሚቀርብበት ሮቲ ካናይ በተባለው ጣፋጭ ምግብ ላይ ለሕንድ ያለው አክብሮት በግልጽ ይታያል።,roti canai ቅመማ ቅመማ,positive
3328,የማንጎ ዶሮ ደግሞ በጣም የተራቀቀ ና አዲስ ጣፋጭ ምግብ በሚቀርብበት ሮቲ ካናይ በተባለው ጣፋጭ ምግብ ላይ ለሕንድ ያለው አክብሮት በግልጽ ይታያል።,የተጠበሰ የተጠበሰ ፓንኬክ በቆርቆሮ የሚጥለቀለቅ ስጎ ይቀርብ ነበር,positive
3330,የማንጎ ዶሮ ደግሞ በጣም የተራቀቀ ና አዲስ ጣፋጭ ምግብ በሚቀርብበት ሮቲ ካናይ በተባለው ጣፋጭ ምግብ ላይ ለሕንድ ያለው አክብሮት በግልጽ ይታያል።,ማንጎ ዶሮ,positive
3334,አንደኛው ዋሻ - አንዳንዶቹ የተቆራረጠ ካሴሮሎች ትንሽ ኃይለኛ ሊሆኑ ይችላሉ።,curried casseroles,negative
3337,"ጥሩ ነበር, ግን አንዳቸውም ጣዕም WOW.",ጣዕሙ,neutral
3339,በጣም የቀረብኩት ቼሪ ማርስካፖኔ ነበር ፤ ሆኖም በዚያ ቀን ከቼሪ ማርስካፖኔ ወጡ ።,ቼሪ ማርስካፕን,neutral
3341,ሠራተኞቹ ይበልጥ ተግባቢ መሆን ይኖርባቸዋል።,በትር,negative
3344,ባለ ሦስት-ግዛት አካባቢ ምርጥ ሆት ውሾች.,ሆት ውሾች,positive
3347,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",ዶሮ ማክኑግት,positive
3351,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",Filet-O-Fish ሳንድዊች,positive
3355,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",entrée-መጠን ሰላጣዎች,neutral
3359,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",የማክዶናልድ ዝነኛ የፈረንጅ ፍሪዎች,positive
3363,"ሁሉም ጊዜ የሚወዱት ትልቁ ማክ, Chicken McNuggets, Filet-O-Fish ሳንድዊች እና McDonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",ቢግ ማክ,positive
3367,እንደ ትኩስ ኬክ እና እንቁላል McMuffin ሳንድዊች ለቁርስ ማቅረብ ይቻላል.,ትኩስ ኬክ,neutral
3370,እንደ ትኩስ ኬክ እና እንቁላል McMuffin ሳንድዊች ለቁርስ ማቅረብ ይቻላል.,ቁርስ,neutral
3372,እንደ ትኩስ ኬክ እና እንቁላል McMuffin ሳንድዊች ለቁርስ ማቅረብ ይቻላል.,እንቁላል McMuffin ሳንድዊች,neutral
3375,ሠራተኞቹ እብሪተኞች ከመሆናቸውም በላይ ዋጋው ለብሩክሊን በጣም ከፍተኛ ነው ።,በትር,negative
3379,ሠራተኞቹ እብሪተኞች ከመሆናቸውም በላይ ዋጋው ለብሩክሊን በጣም ከፍተኛ ነው ።,ዋጋዎች,negative
3383,"የወጥ ቤት ኃላፊ Vincenzo, ሁልጊዜ እሱ የሚያስፈልግህ ከሆነ, እውነተኛ ተሰጥኦ እና እውነተኛ ሮማዊ ነው.",የወጥ ቤት ኃላፊ,positive
3386,"ምግቡ በጣም ግሩም ነው (እና በ NYC መስፈርቶች ውድ አይደለም-ከ $ 30 በላይ, አብዛኞቹ የምግብ ፍጆታዎች $ 12 እስከ 14).",ቅመማ ቅመማ,positive
3390,"ምግቡ በጣም ግሩም ነው (እና በ NYC መስፈርቶች ውድ አይደለም-ከ $ 30 በላይ, አብዛኞቹ የምግብ ፍጆታዎች $ 12 እስከ 14).",ኢንችስ,positive
3392,"ምግቡ በጣም ግሩም ነው (እና በ NYC መስፈርቶች ውድ አይደለም-ከ $ 30 በላይ, አብዛኞቹ የምግብ ፍጆታዎች $ 12 እስከ 14).",ምግብ,positive
3396,ክፍሉ ውብና ሁለት ደረጃ ያለው ቦታ ሲሆን ለመጠጥ ተስማሚ የሆነ ረጅም መቀርቀሪያ አለው።,መጠጥ,neutral
3398,ክፍሉ ውብና ሁለት ደረጃ ያለው ቦታ ሲሆን ለመጠጥ ተስማሚ የሆነ ረጅም መቀርቀሪያ አለው።,ክፍል,positive
3402,ክፍሉ ውብና ሁለት ደረጃ ያለው ቦታ ሲሆን ለመጠጥ ተስማሚ የሆነ ረጅም መቀርቀሪያ አለው።,ቢ-ደረጃ ቦታ,positive
3406,ክፍሉ ውብና ሁለት ደረጃ ያለው ቦታ ሲሆን ለመጠጥ ተስማሚ የሆነ ረጅም መቀርቀሪያ አለው።,ረጅም ባር,positive
3410,ለሁለት ጊዜ ወደ ባሕር ምግቦች ፔኤላ ሂዱ።,የባሕር ምግቦች ፓኤላ ለሁለት,positive
3412,በጣም የተራቡ ሁለት ሰዎችም እንኳ ወደ ቤታቸው የሚወሰዱት በቂ ምግብ አለ (በእርግጥም ጥሩ ሙቀት አለው) ።,ምግብ,positive
3415,ሁሉም apetizers ጥሩ እና ሳንግሪያ በጣም ጥሩ ነው.,ሳንግሪያ,positive
3419,ሁሉም apetizers ጥሩ እና ሳንግሪያ በጣም ጥሩ ነው.,apetizers,positive
3423,አብዛኛውን ጊዜ አገልግሎት በጣም ጥሩ ነው ።,አገልግሎት,positive
3426,ንድፉ በጣም የተቀራረበ እና የፍቅር ነው.,ዲዛይን,positive
3429,ምግቡ በጣም ግሩምና የፈጠራ ሰው ነበር ።,ምግብ,positive
3432,በትሩ በጣም ሹል ከመሆኑም በላይ እነሱም ጥሩ መስለው ይታዩታል።,በትር,positive
3435,በጣም አስደናቂ የሆነ የመምገኛ ገጠመኝ ስለነበር በዚያው ሳምንት እንደገና ተመለስኩ ።,የመምገኛ ልምድ,positive
3438,ምግቡ በጣም ግሩም ፣ በብልሃት የተሠራና ጣፋጭ ነው ።,ምግብ,positive
3441,ለበረሃ ቦታ አስቀምጥ- ለመሞት ነው።,በረሃዎች,positive
3444,በ8.95 ብር የተቀመጠው ብቸኛ አርጄንቲን chorizo apetizer በሱቁ ውስጥ በ2.99/lb ብር እንደሚሸጠው አይነት ከባድ የፊንጫ ጣዕሙ የጣሊያን ስጎ ነበር።,argentine chorizo ቅመማ,negative
3446,በ8.95 ብር የተቀመጠው ብቸኛ አርጄንቲን chorizo apetizer በሱቁ ውስጥ በ2.99/lb ብር እንደሚሸጠው አይነት ከባድ የፊንጫ ጣዕሙ የጣሊያን ስጎ ነበር።,fennel ጣዕሙ የጣሊያን ስጎር,negative
3449,"ጥሩ ሙዚቃ, ጥሩ ታፓዎች, አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) እና lowkey hip neighborhood clientele አለው.",የወይን ጠጅ ምርጫ (በዋናነት ስፓኒሽ),positive
3451,"ጥሩ ሙዚቃ, ጥሩ ታፓዎች, አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) እና lowkey hip neighborhood clientele አለው.",ታፓዎች,positive
3455,"ጥሩ ሙዚቃ, ጥሩ ታፓዎች, አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) እና lowkey hip neighborhood clientele አለው.",ደንበኛ,positive
3459,"ጥሩ ሙዚቃ, ጥሩ ታፓዎች, አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) እና lowkey hip neighborhood clientele አለው.",ሙዚቃ,positive
3463,ከሁሉ በላይ ደግሞ ዋጋው በጣም ከፍተኛ ነው ።,ዋጋ,positive
3466,ለበርካታ ዓመታት ወደዚህ ምግብ ቤት ስሄድ ቆይቻለሁ፤ ባለፉት ጊዜያት አገልግሎቱ በአማካይ የነበረ ከመሆኑም በላይ የምግብ አቅርቦት ተቋቁሞ ነበር።,አገልግሎት,neutral
3470,ለበርካታ ዓመታት ወደዚህ ምግብ ቤት ስሄድ ቆይቻለሁ፤ ባለፉት ጊዜያት አገልግሎቱ በአማካይ የነበረ ከመሆኑም በላይ የምግብ አቅርቦት ተቋቁሞ ነበር።,ምግብ,negative
3474,እንዴት ያለ ልዩነት ነው፣ አገልግሎቱ በጣም የሚያጽናና እና ምግቡ ከአማካይ የተሻለ ነበር፣ ነገር ግን በጣም ጎልቶ የሚታየኝ በጣም ቀጣይ እና ሰፊ የቢራ ዝርዝር ነበር።,አገልግሎት,positive
3478,እንዴት ያለ ልዩነት ነው፣ አገልግሎቱ በጣም የሚያጽናና እና ምግቡ ከአማካይ የተሻለ ነበር፣ ነገር ግን በጣም ጎልቶ የሚታየኝ በጣም ቀጣይ እና ሰፊ የቢራ ዝርዝር ነበር።,የቢራ ዝርዝር,positive
3482,እንዴት ያለ ልዩነት ነው፣ አገልግሎቱ በጣም የሚያጽናና እና ምግቡ ከአማካይ የተሻለ ነበር፣ ነገር ግን በጣም ጎልቶ የሚታየኝ በጣም ቀጣይ እና ሰፊ የቢራ ዝርዝር ነበር።,ምግብ,positive
3486,በጣም ጥሩ መዳሰሻ ከስፍራው ጋር በጣም የሚጣጣም ነው.,ቦታ,positive
3489,በከተማ ፍለጋ ላይ ያሉት አሉታዊ አስተያየቶች ምናልባት ደንበኞቻቸውን ለማከም እና ከፍተኛ ጥራት ያለው ምግብ ለማቅረብ ከቴምፕል አዎንታዊ አመለካከት ጋር መወዳደር እንደማይችሉ ከሚገነዘቡ የቅናት ተፎካካሪ ምግብ ቤቶች ናቸው።,ዝንባሌ,positive
3493,በከተማ ፍለጋ ላይ ያሉት አሉታዊ አስተያየቶች ምናልባት ደንበኞቻቸውን ለማከም እና ከፍተኛ ጥራት ያለው ምግብ ለማቅረብ ከቴምፕል አዎንታዊ አመለካከት ጋር መወዳደር እንደማይችሉ ከሚገነዘቡ የቅናት ተፎካካሪ ምግብ ቤቶች ናቸው።,ምግብ,positive
3497,ለመጀመሪያ ጊዜ ወደዚህ ቦታ ሄድኩ እና ተመልሼ በዝግታ በሜኑ ውስጥ ለመሥራት እጠብቃለሁ።,ሜኑ,neutral
3499,እኔና ሴት ልጄ እርካታ ተሰምቶን ሄደን (አልተጨመርንም) እናም ጤናማ ምሳ እንደበላን ማወቃችን በጣም አስደስቶናል።,ምሳ,positive
3502,ቸል ሊባል አይገባውም አገልግሎቱ ግሩም ነው።,አገልግሎት,positive
3505,ሰራተኞቹ 100% ጣልያን ሲሆኑ ምግቡ ምግቡ ምግቡን ያህል ትክክለኛ ነው።,በትር,positive
3507,ሰራተኞቹ 100% ጣልያን ሲሆኑ ምግቡ ምግቡ ምግቡን ያህል ትክክለኛ ነው።,ምግብ,positive
3510,ግኖኪ ቃል በቃል በአፍህ ውስጥ ይቀልጣል!,ግኖኪ,positive
3513,በዚህ ቦታ ላይ ያለው ነገር ሁሉ በጣም አስደሳች ነው ፤ ሌላው ቀርቶ መታጠቢያ ቤት እንኳ ሳይቀር!,መታጠቢያ ቤት,positive
3516,ቡናው የላቀ እንደሆነ ተናግሬያለሁ?,ቡና,positive
3519,ከእነዚህም መካከል እንደ ላሳና ፣ ፌቱሲን አልፍሬዶና ዶሮ ፓርሚጂያና ያሉ ክላሲኮች ይገኙበታል ።,የዶሮ ፓርሚጂያና,neutral
3521,ከእነዚህም መካከል እንደ ላሳና ፣ ፌቱሲን አልፍሬዶና ዶሮ ፓርሚጂያና ያሉ ክላሲኮች ይገኙበታል ።,lasagna,neutral
3523,ከእነዚህም መካከል እንደ ላሳና ፣ ፌቱሲን አልፍሬዶና ዶሮ ፓርሚጂያና ያሉ ክላሲኮች ይገኙበታል ።,የምጣኔ ሃሳብ,neutral
3525,ከእነዚህም መካከል እንደ ላሳና ፣ ፌቱሲን አልፍሬዶና ዶሮ ፓርሚጂያና ያሉ ክላሲኮች ይገኙበታል ።,fettuccine Alfredo,neutral
3527,ከሁሉ የከፋው ግን ጣዕሙ ነበር ።,ጣዕም,negative
